1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2023,5512WMPGNG2978C,110070058986,MAPEI,2978 CENTER CT,EAGAN,DAKOTA,MN,55121,,,44.848746,-93.155459,NAD83,MAPEI CORP,148345382,MAPEI CORP,NA,,MAPEI SPA,NO,325,Chemicals,,,,,,,325998,,,,,,1323221535747,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2479.000,2479.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2479.000,0.000,2479.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2479.000,2479.000,,PRODUCTION,1.140
2023,56345LRSNBPAULL,110003933931,WABASH NATIONAL,700 PAUL LARSON MEMORIAL DR,LITTLE FALLS,MORRISON,MN,56345,,,45.981360,-94.368670,NAD83,WABASH NATIONAL CORP,121581698,WABASH NATIONAL CORP,NA,,NA,NO,336,Transportation Equipment,,,,,,,336212,,,,,,1323221916719,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,56401NRTHSPOBOX,110000427379,KEYSTONE AUTOMOTIVE INDUSTRIES MINNESOTA INC,2110 S 10TH ST,BRAINERD,CROW WING,MN,56401,,,46.332174,-94.195826,NAD83,LKQ CORP,NA,LKQ CORP,NA,,NA,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1323222375560,Nickel  And Nickel Compounds,YES,N495,N495,650036,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,92.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92.700,6.700,0.000,6.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.700,0.000,0.000,0.000,0.000,12781.000,12781.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12787.700,99.400,0.000,0.000,92.700,2.546,4.154,0.000,0.000,0.000,12781.000,0.000,0.000,12880.400,,PRODUCTION,0.930
2023,55420HTCHC8701H,110000425692,CONSOLIDATE PRECISION PRODUCTS-MINNEAPOLIS OPERATION,8701 HARRIET AVE S,BLOOMINGTON,HENNEPIN,MN,55420,,,44.846140,-93.286030,NAD83,WP CPP HOLDINGS LLC,068236108,WP CPP HOLDINGS LLC,NA,,NA,NO,331,Primary Metals,,,,,,,331524,331529,,,,,1323222207197,Silver,NO,0007440224,7440-22-4,149849,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,344.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,344.510,25.600,0.000,25.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.600,0.000,10615.350,0.000,0.000,0.000,10615.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10640.950,370.110,0.000,0.000,344.510,16.896,8.704,0.000,0.000,0.000,10615.350,0.000,0.000,10985.460,,ACTIVITY,0.900
2023,5657WJNNTR35EMA,110068375751,JENNIE-O TURKEY STORE INC - PERHAM FEED MILL,305 E MAIN ST,PERHAM,OTTER TAIL,MN,56573,,,46.592894,-95.570510,NAD83,HORMEL FOODS CORP,006147383,HORMEL FOODS CORP,NA,,NA,NO,311,Food,,,,,,,311119,,,,,,1323221885484,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,55041HTNGL800JE,110000423747,HEARTH & HOME TECHNOLOGIES INC LAKE CITY,800 W JEFFERSON ST,LAKE CITY,WABASHA,MN,55041,,,44.448660,-92.279970,NAD83,HNI CORP,005269709,HNI CORP,NA,,NA,NO,333,Machinery,,,,,,,333414,,,,,,1323222256455,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,58.000,548.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,606.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,357.000,0.000,0.000,0.000,0.000,0.000,211.000,568.000,0.000,0.000,0.000,0.000,189733.000,189733.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,190301.000,1174.000,0.000,0.000,606.000,357.000,211.000,0.000,0.000,0.000,189733.000,0.000,0.000,190907.000,,PRODUCTION,0.690
2023,56209JNNFD501PL,110000427066,JENNIE O TURKEY STORE ATWATER FEEDMILL,501 PLEASANT AVE,ATWATER,KANDIYOHI,MN,56209,,,45.138961,-94.784159,NAD83,HORMEL FOODS CORP,006147383,HORMEL FOODS CORP,NA,,NA,NO,311,Food,,,,,,,311119,,,,,,1323221887704,Manganese compounds,NO,N450,N450,650010,YES,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,55987MDWST1175E,110001443000,MIDWEST METAL PRODUCTS INC,1175 E BROADWAY ST,WINONA,WINONA,MN,55987,,,44.041307,-91.608807,NAD83,NA,,NA,NA,,NA,NO,331,Primary Metals,,,,,,,331511,,,,,,1323222059988,Diisocyanates,NO,N120,N120,649715,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,56308HBBRD805NO,110000427235,HUBBARD FEEDS INC.,805 NOKOMIS ST,ALEXANDRIA,DOUGLAS,MN,56308,,,45.883070,-95.366700,NAD83,ALLTECH INC,037853744,ALLTECH INC,NA,,NA,NO,311,Food,,,,,,,311119,,,,,,1323221677293,Manganese compounds,NO,N450,N450,650010,YES,TRI,YES,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,5637WKNFRV8552R,110070943764,KNIFE RIVER ST. JOSEPH READY MIX,8552 RIDGEWOOD ROAD,SAINT JOSEPH,STEARNS,MN,56374,,,45.565990,-94.282498,NAD83,KNIFE RIVER CORP,006962096,KNIFE RIVER CORP,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1323221757762,Mercury,NO,0007439976,7439-97-6,149633,YES,PBT,YES,Elemental metals,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,PRODUCTION,1.040
2023,55987MLLRW580EF,110000426628,MILLER WASTE MILLS (DBA RTP CO.),580 E FRONT ST,WINONA,WINONA,MN,55987,,,44.050315,-91.621390,NAD83,MILLER WASTE MILLS,006150023,MILLER WASTE MILLS,NA,,NA,NO,325,Chemicals,,,,,,,325991,,,,,,1323222202095,Antimony compounds,NO,N010,N010,649921,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0.000,250.000,250.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,500.000,42.000,0.000,42.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,741.000,0.000,0.000,0.000,0.000,0.000,0.000,783.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,783.000,1283.000,0.000,0.000,500.000,755.000,28.000,0.000,0.000,0.000,0.000,0.000,0.000,1283.000,,PRODUCTION,0.660
2023,55107JLWRC268WA,110008058733,J & L WIRE CLOTH CO INC,268 W WATER ST,SAINT PAUL,RAMSEY,MN,55107,,,44.934720,-93.097470,NAD83,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332618,,,,,,1323221664838,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,756.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,756.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,272125.000,0.000,0.000,0.000,272125.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,272125.000,756.000,0.000,0.000,756.000,0.000,0.000,0.000,0.000,0.000,272125.000,0.000,0.000,272881.000,,PRODUCTION,0.870
2023,5537WMRSNP621IN,110067396277,EMERSON AUTOMATION SOLUTIONS ROSEMOUNT INC.,6021 INNOVATION BLVD,SHAKOPEE,SCOTT,MN,55379,,,44.791256,-93.442860,NAD83,EMERSON ELECTRIC CO,006269633,EMERSON ELECTRIC CO,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334513,,,,,,1323221749361,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,6.970,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.100,0.047,0.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.000,1060.000,1060.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1060.047,7.147,0.000,0.000,7.100,0.000,0.047,0.000,0.000,0.000,1060.000,0.000,0.000,1067.147,,PRODUCTION,1.190
2023,55003SKNGG1103K,110000423612,XCEL ENERGY   A. S. KING GENERATING PLANT,1103 KING RD,BAYPORT,WASHINGTON,MN,55003,,,45.029468,-92.779018,NAD83,XCEL ENERGY,848381245,XCEL ENERGY,NA,,NA,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1323221708593,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.100,9.800,3.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.400,0.000,0.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1880.000,0.000,0.000,0.000,0.500,0.000,0.000,1901.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1901.500,1914.900,0.000,0.000,13.000,1900.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000,1935.000,,PRODUCTION,0.790
2023,56716MRCNCHIGHW,110000594919,AMERICAN CRYSTAL SUGAR CO,HWY 75 S,CROOKSTON,POLK,MN,56716,,,47.764444,-96.632500,NAD83,AMERICAN CRYSTAL SUGAR CO,064792773,AMERICAN CRYSTAL SUGAR CO,NA,,NA,NO,311,Food,,,,,,,311313,,,,,,1323221817719,Acetaldehyde,NO,0000075070,75-07-0,5280,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0.000,62688.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62688.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62688.000,0.000,0.000,62688.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,62688.000,,ACTIVITY,1.220
2023,55114LBRCT858TR,110037144630,LUBE-TECH & PARTNERS LLC,858 TRANSFER RD,SAINT PAUL,RAMSEY,MN,55114,,,44.966870,-93.184726,NAD83,LUBRICATION TECHNOLOGIES INC,066525163,LUBRICATION TECHNOLOGIES INC,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1323221683182,Ethylene glycol,NO,0000107211,107-21-1,24257,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,60.650,2.890,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.540,0.000,0.000,63.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.540,,PRODUCTION,1.010
2023,56347CNTRLHWY71,110021315094,CENTRAL BI-PRODUCTS,25498 HIGHWAY 71 N,LONG PRAIRIE,TODD,MN,56347,,,45.997706,-94.860600,NAD83,FARMERS UNION INDUSTRIES LLC,785985503,FARMERS UNION INDUSTRIES LLC,NA,,NA,NO,311,Food,,,,,,,311613,,,,,,1323221840794,Formaldehyde,NO,0000050000,50-00-0,1008,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,56215TYLRLEASTH,110008804516,CNH INDUSTRIAL AMERICA LLC,260 HWY 12 SE,BENSON,SWIFT,MN,56215,,,45.305200,-95.567310,NAD83,CASE NEW HOLLAND INDUSTRIAL INC,780985169,CASE NEW HOLLAND INDUSTRIAL INC,NA,,CNH,NO,333,Machinery,,,,,,,333111,,,,,,1323222141095,Ethylene glycol,NO,0000107211,107-21-1,24257,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,55350MMGMDHIGHW,110000425059,3M CO-HUTCHINSON,905/915 ADAMS ST SE,HUTCHINSON,MCLEOD,MN,55350,,,44.879677,-94.359598,NAD83,3M CO,006173082,3M CO,NA,,NA,NO,326,Plastics and Rubber,,,,,,,326199,322230,327910,,,,1323221820107,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,N040,N040,649426,NO,TRI,NO,Metal complound categories,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,56215TYLRLEASTH,110008804516,CNH INDUSTRIAL AMERICA LLC,260 HWY 12 SE,BENSON,SWIFT,MN,56215,,,45.305200,-95.567310,NAD83,CASE NEW HOLLAND INDUSTRIAL INC,780985169,CASE NEW HOLLAND INDUSTRIAL INC,NA,,CNH,NO,333,Machinery,,,,,,,333111,,,,,,1323222141107,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.130,0.000,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.000,0.000,0.000,0.000,3776.000,3776.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3776.130,0.170,0.000,0.000,0.040,0.082,0.048,0.000,0.000,0.000,3776.000,0.000,0.000,3776.170,,PRODUCTION,1.240
2023,55616STNLY1538S,110000426236,STANLEY HYDRAULIC TOOLS,1538 HWY 2,TWO HARBORS,LAKE,MN,55616,,,47.043459,-91.665990,NAD83,STANLEY BLACK & DECKER,001152461,STANLEY BLACK & DECKER,NA,,NA,NO,333,Machinery,,,,,,,333120,,,,,,1323221546536,Nickel,NO,0007440020,7440-02-0,149674,YES,TRI,YES,Elemental metals,YES,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16019.000,0.000,0.000,0.000,16019.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16019.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16019.000,0.000,0.000,16019.000,,PRODUCTION,0.360
2023,55164KCHRFPOBOX,110000424611,FLINT HILLS RESOURCES PINE BEND LLC,13775 CLARK RD,ROSEMOUNT,DAKOTA,MN,55068,,,44.764434,-93.039484,NAD83,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1323221897527,Molybdenum trioxide,NO,0001313275,1313-27-5,82800,NO,TRI,NO,Individually-listed compounds that contain metal,YES,NO,NO,R,Pounds,218.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,218.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5287.000,0.000,0.000,0.000,0.000,5287.000,0.000,5287.000,218.000,0.000,0.000,218.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5287.000,5505.000,,PRODUCTION,0.970
2023,55060WNGRC555PA,110003745485,WENGER CORP,555 PARK DR,OWATONNA,STEELE,MN,55060,,,44.088790,-93.248580,NAD83,NA,,NA,NA,,NA,NO,339,Miscellaneous Manufacturing,,,,,,,339999,,,,,,1323222121307,Chromium,NO,0007440473,7440-47-3,150060,YES,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0.000,6.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10799.000,10799.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10799.000,6.260,0.000,0.000,6.260,0.000,0.000,0.000,0.000,0.000,10799.000,0.000,0.000,10805.260,,PRODUCTION,0.850
2023,55303GRCNC121LU,110031401622,GRACO INC-ANOKA,1201 LUND BLVD,ANOKA,ANOKA,MN,55303,,,45.221510,-93.417060,NAD83,GRACO INC,006253223,GRACO INC,NA,,NA,NO,333,Machinery,,,,,,,333914,,,,,,1323222303986,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.090,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.108,0.490,0.000,0.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.352,0.000,0.842,0.000,1200.000,0.000,0.000,0.000,1200.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1200.842,0.951,0.000,0.000,0.108,0.309,0.534,0.000,0.000,0.000,1200.000,0.000,0.000,1200.951,,ACTIVITY,1.090
